Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
3152140-72.2025.8.01.0396,AC,Não reconhece operação,Genérico,Êxito,Extinção,17029.57,0.0,1,1,1,1,1,1
5474380-64.2025.8.22.9599,RO,Não reconhece operação,Genérico,Êxito,Improcedência,15443.8,0.0,1,1,0,1,1,1
6855553-61.2025.8.13.1120,MG,Não reconhece operação,Golpe,Êxito,Improcedência,18308.87,0.0,1,1,1,1,0,0
6171201-29.2025.8.19.3897,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24029.44,13511.4,0,1,0,1,1,0
8072782-65.2025.8.25.0183,SE,Não reconhece operação,Golpe,Êxito,Improcedência,16934.39,0.0,1,1,0,1,1,1
1145597-33.2025.8.18.9380,PI,Não reconhece operação,Golpe,Êxito,Extinção,12152.52,0.0,1,1,0,1,1,1
3390579-77.2025.8.19.3104,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17244.58,9234.15,0,1,0,0,0,0
7794166-50.2025.8.07.4229,DF,Não reconhece operação,Golpe,Êxito,Extinção,24526.67,0.0,1,1,0,1,1,1
4396377-89.2025.8.07.8836,DF,Não reconhece operação,Genérico,Êxito,Extinção,18202.75,0.0,0,1,1,1,0,0
4710265-50.2025.8.12.0235,MS,Não reconhece operação,Golpe,Êxito,Improcedência,19622.56,0.0,1,0,1,1,1,1
3972803-16.2025.8.24.5185,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,7162.77,4367.19,0,0,0,1,0,1
9075270-41.2025.8.15.3209,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16880.54,13832.81,1,0,0,0,0,1
1613067-52.2025.8.10.6944,MA,Não reconhece operação,Genérico,Não Êxito,Procedência,13667.07,5101.98,1,0,1,1,0,0
3358011-89.2025.8.23.4091,RR,Não reconhece operação,Golpe,Êxito,Improcedência,11644.93,0.0,1,1,0,0,1,1
8956749-67.2025.8.24.7227,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,14872.69,10831.82,0,0,0,1,1,1
6886933-68.2025.8.25.8655,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,15515.24,10522.33,1,0,1,1,0,1
9811819-70.2025.8.09.8672,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,11918.4,8499.05,0,1,0,1,1,0
7481420-97.2025.8.20.0879,RN,Não reconhece operação,Golpe,Êxito,Improcedência,15906.95,0.0,1,0,0,0,1,1
9832084-57.2025.8.17.8318,PE,Não reconhece operação,Golpe,Êxito,Improcedência,14130.92,0.0,1,1,1,0,1,0
8842309-18.2025.8.11.8389,MT,Não reconhece operação,Golpe,Êxito,Improcedência,18428.95,0.0,1,1,1,1,1,1
5550045-83.2025.8.13.4612,MG,Não reconhece operação,Genérico,Êxito,Improcedência,16098.87,0.0,1,0,1,1,1,0
6783836-50.2025.8.03.9249,AP,Não reconhece operação,Golpe,Êxito,Improcedência,16826.79,0.0,1,1,0,1,1,1
6663952-23.2025.8.08.4624,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,19787.89,14036.76,0,1,1,1,1,1
5787197-47.2025.8.15.5402,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,17705.27,14595.36,0,1,0,1,1,1
8629746-15.2025.8.24.4762,SC,Não reconhece operação,Genérico,Êxito,Improcedência,14952.34,0.0,1,1,0,0,0,1
1532061-73.2025.8.24.5180,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,4741.99,2399.33,1,0,0,1,1,1
6646443-41.2025.8.06.3892,CE,Não reconhece operação,Genérico,Êxito,Improcedência,17502.97,0.0,1,0,1,0,0,1
3261256-78.2025.8.19.1155,RJ,Não reconhece operação,Golpe,Êxito,Extinção,10507.53,0.0,1,1,1,0,1,1
3594020-47.2025.8.04.1241,AM,Não reconhece operação,Golpe,Êxito,Extinção,14559.04,0.0,1,0,1,1,1,0
7085777-74.2025.8.19.1554,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,16802.86,0.0,1,1,1,1,1,1
5715086-42.2025.8.10.6659,MA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,21523.15,6458.48,0,0,1,0,1,0
8279393-65.2025.8.11.2130,MT,Não reconhece operação,Golpe,Êxito,Improcedência,24022.17,0.0,1,1,1,1,1,1
9990209-78.2025.8.20.3756,RN,Não reconhece operação,Golpe,Êxito,Improcedência,10461.93,0.0,1,1,1,1,1,1
3813225-95.2025.8.12.2258,MS,Não reconhece operação,Golpe,Êxito,Extinção,8525.47,0.0,1,1,1,0,1,1
4151761-94.2025.8.23.6177,RR,Não reconhece operação,Genérico,Êxito,Improcedência,16580.43,0.0,1,1,1,1,1,1
1784045-69.2025.8.15.2129,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16171.75,13659.82,1,1,1,0,1,1
9360189-74.2025.8.27.1762,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,9084.78,6946.23,1,1,0,1,0,1
2595357-57.2025.8.16.1658,PR,Não reconhece operação,Golpe,Êxito,Improcedência,14900.72,0.0,0,1,1,1,1,1
7042711-72.2025.8.09.4420,GO,Não reconhece operação,Golpe,Êxito,Improcedência,17914.23,0.0,1,1,0,1,1,1
2618442-48.2025.8.22.0954,RO,Não reconhece operação,Golpe,Êxito,Extinção,8946.04,0.0,1,1,0,1,1,0
3372828-16.2025.8.12.2309,MS,Não reconhece operação,Golpe,Êxito,Extinção,10101.93,0.0,1,1,1,1,1,0
7307068-11.2025.8.15.7980,PB,Não reconhece operação,Genérico,Êxito,Improcedência,11821.41,0.0,1,1,0,1,1,1
3017982-57.2025.8.03.9076,AP,Não reconhece operação,Golpe,Êxito,Improcedência,13940.67,0.0,1,1,0,1,1,1
7302286-65.2025.8.03.2566,AP,Não reconhece operação,Golpe,Êxito,Improcedência,18387.4,0.0,1,1,0,1,0,1
4500521-68.2025.8.17.9854,PE,Não reconhece operação,Golpe,Êxito,Extinção,13380.21,0.0,1,1,1,1,1,1
2149129-48.2025.8.06.9931,CE,Não reconhece operação,Golpe,Êxito,Improcedência,15253.62,0.0,1,1,1,1,1,1
4623595-50.2025.8.27.9876,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,26003.82,18753.46,0,1,1,1,1,1
4323483-97.2025.8.24.4540,SC,Não reconhece operação,Golpe,Êxito,Improcedência,10289.74,0.0,0,1,0,1,0,1
8127586-72.2025.8.19.6287,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,11778.06,7730.4,1,1,1,1,1,1
2422473-60.2025.8.20.9385,RN,Não reconhece operação,Genérico,Êxito,Improcedência,18309.46,0.0,1,1,1,1,1,1
7583948-76.2025.8.18.8383,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19830.36,11030.68,0,0,1,1,1,1
6033430-49.2025.8.02.9351,AL,Não reconhece operação,Golpe,Êxito,Improcedência,17017.55,0.0,0,1,1,1,1,1
1348652-15.2025.8.13.9302,MG,Não reconhece operação,Golpe,Êxito,Improcedência,23858.5,0.0,0,1,1,0,1,0
2541059-75.2025.8.14.1320,PA,Não reconhece operação,Genérico,Êxito,Improcedência,16539.9,0.0,1,1,1,1,1,1
2866525-20.2025.8.25.8887,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,5285.78,2687.19,1,1,0,1,1,1
4344618-13.2025.8.06.7501,CE,Não reconhece operação,Genérico,Êxito,Extinção,15458.14,0.0,1,1,1,0,1,1
4180060-81.2025.8.14.9431,PA,Não reconhece operação,Genérico,Êxito,Extinção,12180.47,0.0,0,1,1,1,1,1
6980273-15.2025.8.10.4024,MA,Não reconhece operação,Golpe,Êxito,Improcedência,21772.33,0.0,1,0,1,1,1,1
3480828-45.2025.8.03.3427,AP,Não reconhece operação,Golpe,Êxito,Improcedência,19715.45,0.0,1,0,1,1,1,1
3000029-76.2025.8.04.0829,AM,Não reconhece operação,Genérico,Êxito,Improcedência,7181.84,0.0,1,1,0,1,1,1
4711384-50.2025.8.10.8183,MA,Não reconhece operação,Golpe,Êxito,Improcedência,21607.98,0.0,1,1,1,1,1,1
2096922-27.2025.8.04.9440,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19591.52,17427.27,1,1,0,1,0,1
9790664-77.2025.8.02.5198,AL,Não reconhece operação,Golpe,Êxito,Improcedência,13390.11,0.0,1,1,0,1,0,1
7347703-41.2025.8.10.4470,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14597.29,8066.22,1,0,0,1,1,1
1773368-69.2025.8.06.7269,CE,Não reconhece operação,Golpe,Êxito,Improcedência,21813.38,0.0,0,1,0,1,1,1
3418991-17.2025.8.15.2565,PB,Não reconhece operação,Golpe,Êxito,Improcedência,5308.31,0.0,1,1,1,1,0,1
4025945-59.2025.8.01.0750,AC,Não reconhece operação,Golpe,Êxito,Improcedência,17167.69,0.0,1,1,1,1,1,1
8301884-19.2025.8.09.1169,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,20347.38,19210.76,0,1,1,1,1,1
8152460-48.2025.8.11.3338,MT,Não reconhece operação,Golpe,Êxito,Improcedência,14546.89,0.0,1,1,0,1,1,1
4625067-52.2025.8.27.7351,TO,Não reconhece operação,Genérico,Êxito,Improcedência,18161.38,0.0,1,1,1,1,1,1
3516873-93.2025.8.16.3900,PR,Não reconhece operação,Golpe,Êxito,Improcedência,15488.36,0.0,1,1,1,1,0,0
9286003-19.2025.8.24.0426,SC,Não reconhece operação,Golpe,Êxito,Improcedência,11135.04,0.0,1,1,1,1,0,1
3611525-92.2025.8.10.6718,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11012.42,3389.57,1,0,0,0,0,1
2768850-18.2025.8.11.4544,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18475.51,3991.72,1,1,0,0,1,1
7961020-87.2025.8.12.3668,MS,Não reconhece operação,Golpe,Êxito,Improcedência,11862.88,0.0,1,1,1,1,1,1
4797075-97.2025.8.24.2318,SC,Não reconhece operação,Golpe,Êxito,Extinção,7501.32,0.0,1,1,1,1,1,1
4801605-72.2025.8.26.4956,SP,Não reconhece operação,Golpe,Êxito,Improcedência,15582.78,0.0,1,1,1,1,1,1
1082001-22.2025.8.26.2502,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12464.59,8505.74,1,0,0,0,1,0
4165849-21.2025.8.22.2234,RO,Não reconhece operação,Golpe,Êxito,Extinção,9098.37,0.0,1,1,1,1,0,0
4362183-12.2025.8.14.5829,PA,Não reconhece operação,Golpe,Êxito,Improcedência,15334.25,0.0,1,1,1,1,1,1
6848724-73.2025.8.15.9333,PB,Não reconhece operação,Golpe,Êxito,Extinção,18747.09,0.0,1,1,0,0,1,1
5689188-28.2025.8.27.3172,TO,Não reconhece operação,Golpe,Êxito,Improcedência,15081.07,0.0,1,1,1,1,1,1
9202945-35.2025.8.08.5824,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9750.32,6726.05,1,0,0,0,1,1
6659671-11.2025.8.10.4017,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,17346.32,12312.45,0,1,1,1,1,1
3134192-16.2025.8.25.3869,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,20061.54,12135.72,0,1,0,1,1,1
4849625-86.2025.8.13.2478,MG,Não reconhece operação,Golpe,Êxito,Improcedência,25841.19,0.0,1,1,1,0,1,1
9138694-71.2025.8.07.4106,DF,Não reconhece operação,Golpe,Êxito,Extinção,22057.09,0.0,1,1,1,1,1,1
9116461-34.2025.8.17.6508,PE,Não reconhece operação,Golpe,Êxito,Improcedência,10049.06,0.0,1,1,0,1,0,1
6097320-92.2025.8.09.5794,GO,Não reconhece operação,Genérico,Êxito,Extinção,19192.66,0.0,1,1,1,0,1,1
8922426-19.2025.8.25.4268,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,16240.91,14062.94,0,1,0,0,0,1
5307750-67.2025.8.25.5860,SE,Não reconhece operação,Golpe,Êxito,Extinção,9329.03,0.0,1,1,1,1,1,1
1434755-59.2025.8.09.0311,GO,Não reconhece operação,Golpe,Êxito,Extinção,16374.73,0.0,0,1,1,0,1,1
8125398-15.2025.8.15.4760,PB,Não reconhece operação,Genérico,Êxito,Improcedência,24396.83,0.0,1,1,1,1,1,1
3762237-76.2025.8.27.1669,TO,Não reconhece operação,Golpe,Êxito,Extinção,20850.1,0.0,1,1,1,1,0,1
3966249-12.2025.8.22.9974,RO,Não reconhece operação,Golpe,Não Êxito,Procedência,10009.36,8481.03,0,1,0,0,1,0
7079984-18.2025.8.06.2019,CE,Não reconhece operação,Genérico,Êxito,Extinção,15049.5,0.0,1,1,1,1,1,1
7763866-85.2025.8.17.9342,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17394.76,8020.76,0,1,1,0,0,1
6735916-63.2025.8.18.6354,PI,Não reconhece operação,Genérico,Êxito,Improcedência,6493.84,0.0,1,1,1,1,0,1
7228321-74.2025.8.16.5533,PR,Não reconhece operação,Golpe,Êxito,Extinção,6662.96,0.0,0,1,1,1,1,1
1020555-97.2025.8.01.2226,AC,Não reconhece operação,Golpe,Êxito,Extinção,15740.93,0.0,1,1,1,1,1,1
8002062-37.2025.8.09.9620,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15804.95,11442.62,1,1,0,1,1,1
3271474-77.2025.8.24.1361,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,5959.41,2418.75,0,1,1,0,1,1
6862644-10.2025.8.07.8794,DF,Não reconhece operação,Genérico,Êxito,Improcedência,16885.92,0.0,1,0,1,1,1,1
8885396-78.2025.8.09.1149,GO,Não reconhece operação,Golpe,Êxito,Improcedência,20315.74,0.0,1,1,1,1,0,1
5765844-49.2025.8.09.7106,GO,Não reconhece operação,Genérico,Êxito,Improcedência,13911.02,0.0,0,1,1,1,1,1
1921494-76.2025.8.05.7663,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15275.68,9296.35,1,0,1,1,0,1
3392822-66.2025.8.05.2099,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17786.02,10372.35,0,1,0,1,1,1
5552761-47.2025.8.10.8006,MA,Não reconhece operação,Genérico,Êxito,Improcedência,17136.44,0.0,1,1,0,1,1,0
6018340-72.2025.8.24.6561,SC,Não reconhece operação,Golpe,Êxito,Extinção,6794.54,0.0,1,1,0,1,1,0
2181144-42.2025.8.01.2913,AC,Não reconhece operação,Genérico,Êxito,Improcedência,10540.91,0.0,1,1,1,1,1,1
2810149-42.2025.8.08.1211,ES,Não reconhece operação,Golpe,Êxito,Extinção,13039.81,0.0,1,1,1,1,0,1
9391739-91.2025.8.02.3968,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,10758.26,7568.89,0,1,0,1,1,1
1261299-74.2025.8.17.7754,PE,Não reconhece operação,Golpe,Êxito,Extinção,22180.37,0.0,1,1,0,1,1,1
7753179-11.2025.8.07.1455,DF,Não reconhece operação,Golpe,Êxito,Improcedência,18095.46,0.0,1,1,0,1,1,1
8086645-20.2025.8.23.2766,RR,Não reconhece operação,Golpe,Êxito,Improcedência,9536.95,0.0,1,1,1,1,0,1
8438819-47.2025.8.17.2136,PE,Não reconhece operação,Golpe,Êxito,Improcedência,13930.48,0.0,1,1,0,1,1,1
7726099-96.2025.8.23.5354,RR,Não reconhece operação,Golpe,Êxito,Extinção,20528.84,0.0,1,1,0,1,1,1
6599673-46.2025.8.16.7649,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11811.2,8913.31,0,1,0,0,1,0
4259706-38.2025.8.12.0523,MS,Não reconhece operação,Genérico,Não Êxito,Procedência,19160.78,7581.55,0,1,0,1,1,1
1354571-39.2025.8.24.0118,SC,Não reconhece operação,Golpe,Êxito,Extinção,21769.23,0.0,0,0,0,0,1,1
4571218-68.2025.8.11.3931,MT,Não reconhece operação,Genérico,Êxito,Extinção,20949.6,0.0,1,1,1,1,1,1
8882591-71.2025.8.26.9756,SP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15867.41,5159.81,1,1,0,1,1,1
3471358-95.2025.8.27.4702,TO,Não reconhece operação,Golpe,Êxito,Improcedência,21120.77,0.0,1,1,0,0,0,1
6357674-68.2025.8.17.4131,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12419.66,12419.66,0,1,0,1,0,1
6756277-25.2025.8.19.3210,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,27180.01,0.0,1,1,0,1,1,1
9904037-20.2025.8.07.7128,DF,Não reconhece operação,Golpe,Êxito,Improcedência,16164.0,0.0,1,1,1,1,0,1
6292889-72.2025.8.23.1925,RR,Não reconhece operação,Golpe,Êxito,Improcedência,20609.32,0.0,1,1,1,1,1,0
4364257-35.2025.8.19.9328,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13205.87,7694.22,0,1,1,1,1,1
9145629-68.2025.8.25.8789,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,17432.74,12341.93,0,0,0,0,0,1
5789207-36.2025.8.08.1979,ES,Não reconhece operação,Golpe,Êxito,Improcedência,17648.88,0.0,0,1,0,1,1,1
7371442-47.2025.8.23.6776,RR,Não reconhece operação,Genérico,Êxito,Improcedência,10424.56,0.0,1,1,0,1,1,1
7044921-65.2025.8.11.5323,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10279.27,6850.42,0,1,0,1,1,1
8356883-73.2025.8.05.0701,BA,Não reconhece operação,Golpe,Êxito,Improcedência,13978.73,0.0,1,1,1,1,1,0
4859885-78.2025.8.05.7982,BA,Não reconhece operação,Golpe,Êxito,Improcedência,20405.88,0.0,1,1,1,0,1,0
7043349-75.2025.8.17.2887,PE,Não reconhece operação,Genérico,Êxito,Improcedência,5995.68,0.0,1,0,0,1,0,0
7865483-15.2025.8.09.3816,GO,Não reconhece operação,Golpe,Êxito,Improcedência,13201.75,0.0,1,1,0,0,1,1
5497146-91.2025.8.04.6443,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,21409.52,17141.03,1,0,0,1,1,1
5573695-56.2025.8.12.0944,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8936.34,7225.15,1,1,0,1,1,1
6600221-68.2025.8.16.3855,PR,Não reconhece operação,Golpe,Êxito,Extinção,21134.88,0.0,1,1,0,1,1,0
3813007-40.2025.8.09.9269,GO,Não reconhece operação,Golpe,Êxito,Improcedência,9448.3,0.0,1,1,1,0,1,1
2361486-47.2025.8.26.5925,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10484.87,5237.4,0,0,0,1,1,1
9999324-69.2025.8.23.1019,RR,Não reconhece operação,Genérico,Êxito,Extinção,14259.8,0.0,1,1,1,1,1,0
9041878-64.2025.8.14.7703,PA,Não reconhece operação,Golpe,Êxito,Extinção,24174.95,0.0,1,1,1,0,1,1
3861229-90.2025.8.26.8266,SP,Não reconhece operação,Genérico,Êxito,Extinção,11841.78,0.0,1,1,1,1,1,0
5255692-64.2025.8.12.0702,MS,Não reconhece operação,Golpe,Êxito,Improcedência,6478.83,0.0,0,1,1,1,1,1
6978787-11.2025.8.03.5809,AP,Não reconhece operação,Golpe,Êxito,Improcedência,8103.12,0.0,1,1,1,0,1,0
2416547-23.2025.8.01.1656,AC,Não reconhece operação,Golpe,Êxito,Improcedência,19555.11,0.0,1,1,0,1,0,1
9036355-77.2025.8.26.4002,SP,Não reconhece operação,Golpe,Êxito,Improcedência,8334.7,0.0,1,1,1,1,1,1
6944308-40.2025.8.26.8881,SP,Não reconhece operação,Genérico,Êxito,Extinção,20811.34,0.0,1,1,1,1,1,1
6424490-57.2025.8.20.3792,RN,Não reconhece operação,Genérico,Êxito,Improcedência,15324.65,0.0,1,1,1,0,1,1
8786706-10.2025.8.04.9694,AM,Não reconhece operação,Genérico,Êxito,Extinção,14823.84,0.0,1,1,1,1,0,1
1317127-13.2025.8.08.1295,ES,Não reconhece operação,Golpe,Êxito,Improcedência,16441.02,0.0,1,1,0,0,0,0
2362665-68.2025.8.02.4534,AL,Não reconhece operação,Genérico,Êxito,Improcedência,11052.21,0.0,1,1,1,0,1,0
2987973-81.2025.8.02.5913,AL,Não reconhece operação,Golpe,Êxito,Improcedência,15658.71,0.0,1,1,1,1,1,0
9327765-11.2025.8.07.8684,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,9127.98,5137.62,1,0,0,1,1,1
4904849-69.2025.8.17.9966,PE,Não reconhece operação,Golpe,Êxito,Improcedência,21600.98,0.0,1,1,0,0,0,1
8359703-32.2025.8.02.4939,AL,Não reconhece operação,Golpe,Êxito,Improcedência,9941.42,0.0,1,1,0,1,1,0
7055966-29.2025.8.27.2870,TO,Não reconhece operação,Golpe,Êxito,Extinção,17135.71,0.0,1,1,0,1,1,1
8564277-42.2025.8.11.7112,MT,Não reconhece operação,Golpe,Êxito,Improcedência,9904.84,0.0,1,1,1,1,0,1
3409194-89.2025.8.08.7009,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12365.85,4209.52,1,1,0,0,0,1
9238486-51.2025.8.14.9815,PA,Não reconhece operação,Genérico,Êxito,Improcedência,13147.86,0.0,1,1,1,1,1,0
5006819-44.2025.8.23.0263,RR,Não reconhece operação,Genérico,Êxito,Improcedência,29611.18,0.0,1,1,1,1,1,1
4792944-45.2025.8.09.7359,GO,Não reconhece operação,Genérico,Êxito,Improcedência,14911.31,0.0,1,1,1,1,0,1
8411582-75.2025.8.02.5259,AL,Não reconhece operação,Golpe,Êxito,Improcedência,10951.08,0.0,1,1,0,1,1,1
5806665-30.2025.8.02.4047,AL,Não reconhece operação,Golpe,Êxito,Improcedência,12800.83,0.0,1,1,1,0,0,1
5897255-72.2025.8.24.3775,SC,Não reconhece operação,Golpe,Êxito,Improcedência,7599.01,0.0,1,1,1,1,1,1
6014156-79.2025.8.03.7043,AP,Não reconhece operação,Golpe,Êxito,Improcedência,14183.43,0.0,1,1,1,0,1,1
5515886-75.2025.8.16.2067,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,24065.17,17296.46,0,1,0,0,0,1
2621252-86.2025.8.13.6659,MG,Não reconhece operação,Golpe,Êxito,Improcedência,16631.08,0.0,1,1,1,1,1,1
1585159-34.2025.8.22.1767,RO,Não reconhece operação,Golpe,Êxito,Improcedência,19415.03,0.0,1,0,1,0,1,1
2639470-32.2025.8.02.7838,AL,Não reconhece operação,Golpe,Êxito,Improcedência,10517.25,0.0,0,1,1,0,1,1
2921551-82.2025.8.25.1690,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13984.43,11031.5,1,0,0,0,0,0
1958981-79.2025.8.19.9094,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,15982.71,0.0,1,1,1,0,1,1
7403435-51.2025.8.11.9649,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11423.23,6686.76,1,0,0,1,1,1
6316451-89.2025.8.06.2674,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16944.96,14579.19,0,1,1,0,0,1
7191950-31.2025.8.27.1797,TO,Não reconhece operação,Golpe,Êxito,Improcedência,18002.0,0.0,0,1,1,1,0,0
9880782-38.2025.8.09.1159,GO,Não reconhece operação,Genérico,Êxito,Improcedência,17645.86,0.0,1,1,1,0,0,1
5228031-57.2025.8.14.6892,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,14240.85,10982.95,0,1,1,1,1,1
3642673-80.2025.8.13.5745,MG,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,20335.12,14498.98,1,0,1,1,0,1
1348554-19.2025.8.07.9650,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13718.11,4403.12,1,1,1,0,0,1
5776782-29.2025.8.12.1162,MS,Não reconhece operação,Genérico,Êxito,Extinção,13270.59,0.0,1,1,0,1,1,1
4834902-30.2025.8.05.2006,BA,Não reconhece operação,Golpe,Êxito,Improcedência,22055.59,0.0,1,1,1,1,0,0
1863653-97.2025.8.01.0543,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9550.49,7112.39,1,1,1,0,1,1
5800622-27.2025.8.08.2388,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,6626.0,5734.73,0,1,1,0,0,0
5488437-42.2025.8.03.0539,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10723.96,7380.01,1,0,1,1,1,1
7471618-26.2025.8.12.7701,MS,Não reconhece operação,Golpe,Êxito,Improcedência,16882.33,0.0,1,1,1,0,1,1
8870366-70.2025.8.24.0080,SC,Não reconhece operação,Golpe,Êxito,Improcedência,21280.56,0.0,1,1,1,0,1,1
9147248-77.2025.8.05.9896,BA,Não reconhece operação,Golpe,Êxito,Improcedência,11741.14,0.0,1,1,1,0,1,1
4469969-86.2025.8.01.9845,AC,Não reconhece operação,Golpe,Êxito,Extinção,23887.3,0.0,1,0,1,1,1,1
7592876-79.2025.8.04.8427,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,15115.65,11596.33,0,1,0,1,1,1
9280972-14.2025.8.14.0541,PA,Não reconhece operação,Golpe,Êxito,Extinção,14415.31,0.0,1,1,0,0,0,1
8977216-61.2025.8.08.7378,ES,Não reconhece operação,Genérico,Não Êxito,Procedência,10811.69,10811.69,1,0,0,0,1,1
4685050-88.2025.8.14.3291,PA,Não reconhece operação,Genérico,Êxito,Extinção,24557.17,0.0,1,1,1,1,1,0
7995713-49.2025.8.01.8569,AC,Não reconhece operação,Golpe,Êxito,Improcedência,14244.75,0.0,0,1,0,1,1,1
4728866-84.2025.8.09.1222,GO,Não reconhece operação,Golpe,Êxito,Extinção,8446.35,0.0,0,1,1,1,1,0
6708810-41.2025.8.12.0380,MS,Não reconhece operação,Golpe,Êxito,Extinção,27041.57,0.0,1,1,1,0,1,1
1091634-66.2025.8.12.1028,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16913.87,11273.95,1,0,0,0,1,1
9155151-83.2025.8.15.7329,PB,Não reconhece operação,Golpe,Êxito,Improcedência,18901.92,0.0,1,0,1,1,1,0
6065323-88.2025.8.23.2620,RR,Não reconhece operação,Golpe,Êxito,Extinção,23233.33,0.0,0,1,1,1,1,1
3925964-49.2025.8.11.1490,MT,Não reconhece operação,Genérico,Não Êxito,Procedência,17997.26,8800.84,0,0,0,1,0,0
8710409-55.2025.8.21.4517,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19765.82,15460.64,0,1,0,0,1,1
7555106-85.2025.8.15.4015,PB,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15248.76,10679.22,1,0,1,1,1,1
8942577-46.2025.8.08.9351,ES,Não reconhece operação,Golpe,Êxito,Improcedência,18582.5,0.0,1,1,1,1,0,1
8887053-52.2025.8.07.8099,DF,Não reconhece operação,Golpe,Êxito,Improcedência,14814.59,0.0,1,1,1,1,0,1
3287007-10.2025.8.09.9745,GO,Não reconhece operação,Genérico,Êxito,Improcedência,14883.03,0.0,1,1,0,0,1,1
7870650-41.2025.8.18.7201,PI,Não reconhece operação,Golpe,Êxito,Improcedência,15569.62,0.0,1,1,1,1,0,1
2939948-64.2025.8.07.3597,DF,Não reconhece operação,Genérico,Êxito,Improcedência,13035.09,0.0,1,1,1,1,1,1
5742849-28.2025.8.25.4708,SE,Não reconhece operação,Golpe,Êxito,Improcedência,17457.09,0.0,1,1,1,1,0,1
4550673-11.2025.8.11.2626,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,17444.67,11325.84,0,1,0,0,1,0
3975483-53.2025.8.24.4891,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19000.48,9436.4,0,1,0,1,1,1
